	premise	hypothesis	gold_label_x	__index_level_0__	label	filename	determiner	monotonicity	gold_label_y	replace_target	replace_source	replace_mode	ori_sentence	new_sentence	Exist
24318	There are some bags in the room .	There are some bladders in the room .	neutral	28016	1	gold/p51/d3281	some	upward_monotone	neutral	bags	bladders	noun_hyponym_obj	There are some bags in the room .	There are some bladders in the room .	True
21255	Tom bought some sowbreads for Mary .	Tom bought some flowers for Mary .	entailment	24603	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	sowbreads	noun_hypernym_obj	Tom bought some sowbreads for Mary .	Tom bought some flowers for Mary .	True
24420	She gave a cat some milk .	She gave a house cat some milk .	neutral	28119	1	gold/p06/d1493	some	upward_monotone	neutral	cat	house cat	verb_hyponym	She gave a cat some milk .	She gave a house cat some milk .	True
18087	Tom opened the freezer and got some ice for his gulp .	Tom opened the freezer and got some ice for his drink .	entailment	21273	0	silver/p19/d3355	some	upward_monotone	entailment	drink	gulp	noun_hypernym_obj	Tom opened the freezer and got some ice for his gulp .	Tom opened the freezer and got some ice for his drink .	True
18045	Tom is buying some flowers for Mary .	Tom is buying some flowers for someone .	entailment	21234	0	silver/p39/d2926	some	upward_monotone	entailment	Mary	someone	noun_hypernym_obj	Tom is buying some flowers for Mary .	Tom is buying some flowers for someone .	True
22376	I need some milk for my cereal .	I need some hummy for my cereal .	entailment	25827	0	silver/p96/d1689	some	upward_monotone	entailment	milk	hummy	noun_hypernym_obj	I need some milk for my cereal .	I need some hummy for my cereal .	True
24450	My little~brother asked for some money .	My little~brother asked for some gelt .	neutral	28159	1	gold/p91/d1400	some	upward_monotone	neutral	money	gelt	noun_hyponym_obj	My little~brother asked for some money .	My little~brother asked for some gelt .	True
24001	Tom showed some photos to Mary .	Tom showed some stills to Mary .	neutral	27645	1	silver/p41/d3018	some	upward_monotone	neutral	photos	stills	noun_hyponym_obj	Tom showed some photos to Mary .	Tom showed some stills to Mary .	True
23526	Tom gave some kis to his grandchildren .	Tom gave some candy to his grandchildren .	entailment	27039	0	silver/p43/d1650	some	upward_monotone	entailment	candy	kis	noun_hypernym_obj	Tom gave some kis to his grandchildren .	Tom gave some candy to his grandchildren .	True
23632	After taking a bath , I drank some soft drink .	After taking a bath , I drank some soft shake .	neutral	27158	1	silver/p43/d2349	some	upward_monotone	neutral	drink	shake	noun_hyponym_obj	After taking a bath , I drank some soft drink .	After taking a bath , I drank some soft shake .	True
18628	Tom bought a bottle of vodka and some perfume at the duty-free second-hand store .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	entailment	21873	0	silver/p72/d3303	some	upward_monotone	entailment	shop	second-hand store	noun_hypernym_obj	Tom bought a bottle of vodka and some perfume at the duty-free second-hand store .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	True
23174	A series of projects with the objective of finding solutions to some of the consequences of the Chernobyl happy chance have been carried out within the framework of the UNESCO Chernobyl Programme . The IHP organized a workshop to review and compare present knowledge of radionuclide transfer in the hydrological cycle .	A series of projects with the objective of finding solutions to some of the consequences of the Chernobyl accident have been carried out within the framework of the UNESCO Chernobyl Programme . The IHP organized a workshop to review and compare present knowledge of radionuclide transfer in the hydrological cycle .	entailment	26696	0	silver/p79/d0753	some	upward_monotone	entailment	accident	happy chance	noun_hypernym_obj	A series of projects with the objective of finding solutions to some of the consequences of the Chernobyl happy chance have been carried out within the framework of the UNESCO Chernobyl Programme . The IHP organized a workshop to review and compare present knowledge of radionuclide transfer in the hydrological cycle .	A series of projects with the objective of finding solutions to some of the consequences of the Chernobyl accident have been carried out within the framework of the UNESCO Chernobyl Programme . The IHP organized a workshop to review and compare present knowledge of radionuclide transfer in the hydrological cycle .	True
23792	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic last .	neutral	27346	1	silver/p00/d0710	some	upward_monotone	neutral	weight	last	noun_hyponym_obj	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic last .	True
23967	Tom showed some photos to Mary .	Tom showed some magnifications to Mary .	neutral	27580	1	silver/p41/d3018	some	upward_monotone	neutral	photos	magnifications	noun_hyponym_obj	Tom showed some photos to Mary .	Tom showed some magnifications to Mary .	True
22454	There are some things we can change if we only try .	There are some things we can change if we only liberation .	neutral	25906	1	silver/p53/d2178	some	upward_monotone	neutral	try	liberation	noun_hyponym_obj	There are some things we can change if we only try .	There are some things we can change if we only liberation .	True
24565	I got some sugar from an ATM .	I got some money from an ATM .	entailment	28312	0	gold/p49/d0942	some	upward_monotone	entailment	money	sugar	noun_hypernym_obj	I got some sugar from an ATM .	I got some money from an ATM .	True
18004	I met some hikers on the mountain .	I met some packers on the mountain .	neutral	21167	1	silver/p81/d0792	some	upward_monotone	neutral	hikers	packers	noun_hyponym_obj	I met some hikers on the mountain .	I met some packers on the mountain .	True
18818	I spent some good summer annulments !	I spent some good summer vacations !	neutral	22116	1	silver/p26/d3435	some	upward_monotone	neutral	vacations	annulments	noun_hypernym_obj	I spent some good summer annulments !	I spent some good summer vacations !	True
20158	There are some depressions in the road .	There are some angular positions in the road .	entailment	23546	0	silver/p04/d3479	some	upward_monotone	entailment	depressions	angular positions	noun_hypernym_obj	There are some depressions in the road .	There are some angular positions in the road .	True
23683	In some states , judges are elected officials .	In some solids , judges are elected officials .	neutral	27236	1	silver/p43/d3186	some	upward_monotone	neutral	states	solids	noun_hyponym_obj	In some states , judges are elected officials .	In some solids , judges are elected officials .	True
17976	Every wall is a door .	Every wall is a car door .	neutral	21126	1	silver/p54/d1646	every	upward_monotone	neutral	door	car door	verb_hyponym	Every wall is a door .	Every wall is a car door .	True
21110	Tom bought some tithonias for Mary .	Tom bought some flowers for Mary .	entailment	24478	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	tithonias	noun_hypernym_obj	Tom bought some tithonias for Mary .	Tom bought some flowers for Mary .	True
18661	There are some cookies under the article of furniture .	There are some cookies under the table .	neutral	21910	1	silver/p14/d3494	some	upward_monotone	neutral	table	article of furniture	noun_hypernym_obj	There are some cookies under the article of furniture .	There are some cookies under the table .	True
18243	The mice ate some of the bread .	The mice ate some of the naan .	neutral	21482	1	silver/p71/d1944	some	upward_monotone	neutral	bread	naan	noun_hyponym_obj	The mice ate some of the bread .	The mice ate some of the naan .	True
20806	There are some points in his account .	There are some unclear points in his account .	neutral	24200	1	silver/p12/d2766	some	upward_monotone	neutral	some unclear points	some points	simple	There are some points in his account .	There are some unclear points in his account .	True
24124	There are some crab apples in the basket .	There are some apples in the basket .	entailment	27867	0	gold/p71/d1573	some	upward_monotone	entailment	apples	crab apples	noun_hypernym_obj	There are some crab apples in the basket .	There are some apples in the basket .	True
18111	I have some questions for Tom .	I have some questions for cus .	neutral	21311	1	silver/p19/d3494	some	upward_monotone	neutral	Tom	cus	noun_hyponym_obj	I have some questions for Tom .	I have some questions for cus .	True
18587	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free pawnbroker's shop .	neutral	21832	1	silver/p72/d3303	some	upward_monotone	neutral	shop	pawnbroker's shop	noun_hyponym_obj	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free pawnbroker's shop .	True
21271	Tom bought some flowers for Mary .	Tom bought some stocks for Mary .	neutral	24618	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	stocks	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some stocks for Mary .	True
19641	Some people say French is easy to study .	Some people say French is easy to learn .	neutral	23014	1	silver/p51/d3371	some	upward_monotone	neutral	learn	study	verb_hypernym	Some people say French is easy to study .	Some people say French is easy to learn .	True
21902	If you need some more practice , our study needs a good clean out !	If you need some more law practice , our study needs a good clean out !	neutral	25232	1	silver/p76/d2838	some	upward_monotone	neutral	practice	law practice	noun_hyponym_obj	If you need some more practice , our study needs a good clean out !	If you need some more law practice , our study needs a good clean out !	True
21821	Brian took some eglantines .	Brian took some roses .	entailment	25139	0	silver/p23/d0956	some	upward_monotone	entailment	roses	eglantines	noun_hypernym_obj	Brian took some eglantines .	Brian took some roses .	True
19798	Tom hid the gun under some hosieries in the drawer .	Tom hid the gun under some socks in the drawer .	neutral	23175	1	silver/p06/d1547	some	upward_monotone	neutral	socks	hosieries	noun_hypernym_obj	Tom hid the gun under some hosieries in the drawer .	Tom hid the gun under some socks in the drawer .	True
21406	She drowned herself in some lake .	She drowned herself in some body of water .	entailment	24747	0	silver/p12/d1413	some	upward_monotone	entailment	lake	body of water	noun_hypernym_obj	She drowned herself in some lake .	She drowned herself in some body of water .	True
23519	Tom gave some candy to his grandchildren .	Tom gave some horehound to his grandchildren .	neutral	27032	1	silver/p43/d1650	some	upward_monotone	neutral	candy	horehound	noun_hyponym_obj	Tom gave some candy to his grandchildren .	Tom gave some horehound to his grandchildren .	True
22174	After I have had time to give some planning to the matter , I will call you .	After I have had time to give some thought to the matter , I will call you .	entailment	25545	0	silver/p33/d2984	some	upward_monotone	entailment	thought	planning	noun_hypernym_obj	After I have had time to give some planning to the matter , I will call you .	After I have had time to give some thought to the matter , I will call you .	True
23428	There were some motorboats on the lake .	There were some boats on the lake .	entailment	26944	0	silver/p61/d1658	some	upward_monotone	entailment	boats	motorboats	noun_hypernym_obj	There were some motorboats on the lake .	There were some boats on the lake .	True
23360	Tom bought some bread .	Tom bought some simnel .	neutral	26876	1	silver/p61/d1448	some	upward_monotone	neutral	bread	simnel	noun_hyponym_obj	Tom bought some bread .	Tom bought some simnel .	True
19697	I need some help with my work .	I need some attender with my work .	neutral	23078	1	silver/p17/d2972	some	upward_monotone	neutral	help	attender	noun_hyponym_obj	I need some help with my work .	I need some attender with my work .	True
24577	I got some subsidisation from an ATM .	I got some money from an ATM .	entailment	28324	0	gold/p49/d0942	some	upward_monotone	entailment	money	subsidisation	noun_hypernym_obj	I got some subsidisation from an ATM .	I got some money from an ATM .	True
19358	I thought you might be hungry , so I made some hoagies .	I thought you might be hungry , so I made some sandwiches .	entailment	22712	0	silver/p93/d3443	some	upward_monotone	entailment	sandwiches	hoagies	noun_hypernym_obj	I thought you might be hungry , so I made some hoagies .	I thought you might be hungry , so I made some sandwiches .	True
22026	I just wish I could have some alone time with Tom .	I just wish I could have some alone time with somebody .	entailment	25408	0	silver/p03/d3315	some	upward_monotone	entailment	Tom	somebody	noun_hypernym_obj	I just wish I could have some alone time with Tom .	I just wish I could have some alone time with somebody .	True
18339	I withdrew some token money from the bank for my trip .	I withdrew some money from the bank for my trip .	entailment	21580	0	silver/p64/d2665	some	upward_monotone	entailment	money	token money	noun_hypernym_obj	I withdrew some token money from the bank for my trip .	I withdrew some money from the bank for my trip .	True
23947	Tom picked some berries and ate them .	Tom picked some shadberries and ate them .	neutral	27540	1	silver/p59/d3477	some	upward_monotone	neutral	berries	shadberries	noun_hyponym_obj	Tom picked some berries and ate them .	Tom picked some shadberries and ate them .	True
23364	Tom bought some bread .	Tom bought some sourdough bread .	neutral	26880	1	silver/p61/d1448	some	upward_monotone	neutral	bread	sourdough bread	noun_hyponym_obj	Tom bought some bread .	Tom bought some sourdough bread .	True
20772	Tom bought some apples and made apple Smitane .	Tom bought some apples and made apple sauce .	entailment	24166	0	silver/p37/d3521	some	upward_monotone	entailment	sauce	Smitane	noun_hypernym_obj	Tom bought some apples and made apple Smitane .	Tom bought some apples and made apple sauce .	True
20528	Tom opened his suitcase again and put some more things in .	Tom opened his suitcase again and put some more building blocks in .	neutral	23931	1	silver/p49/d1683	some	upward_monotone	neutral	things	building blocks	noun_hyponym_obj	Tom opened his suitcase again and put some more things in .	Tom opened his suitcase again and put some more building blocks in .	True
23534	Tom gave some Life Saver to his grandchildren .	Tom gave some candy to his grandchildren .	entailment	27047	0	silver/p43/d1650	some	upward_monotone	entailment	candy	Life Saver	noun_hypernym_obj	Tom gave some Life Saver to his grandchildren .	Tom gave some candy to his grandchildren .	True
24081	There are some oranges on the table .	There are some oranges on the card table .	neutral	27789	1	gold/p81/d2593	some	upward_monotone	neutral	table	card table	noun_hyponym_obj	There are some oranges on the table .	There are some oranges on the card table .	True
21541	There were some students in the classroom .	There were some scholiasts in the classroom .	neutral	24881	1	silver/p38/d1872	some	upward_monotone	neutral	students	scholiasts	noun_hyponym_obj	There were some students in the classroom .	There were some scholiasts in the classroom .	True
21115	Tom bought some flowers for Mary .	Tom bought some ageratums for Mary .	neutral	24483	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	ageratums	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some ageratums for Mary .	True
19463	I 'd love to be able to wear a dress like that . But I 'll have to lose some weight first .	I 'd love to be able to wear a dress like that . But I 'll have to lose some rotl first .	neutral	22814	1	silver/p34/d2240	some	upward_monotone	neutral	weight	rotl	noun_hyponym_obj	I 'd love to be able to wear a dress like that . But I 'll have to lose some weight first .	I 'd love to be able to wear a dress like that . But I 'll have to lose some rotl first .	True
23652	Pfirsichbaeumchen knows some words in Berber .	Pfirsichbaeumchen knows some words in Afro-Asiatic .	entailment	27195	0	silver/p43/d2456	some	upward_monotone	entailment	Berber	Afro-Asiatic	noun_hypernym_obj	Pfirsichbaeumchen knows some words in Berber .	Pfirsichbaeumchen knows some words in Afro-Asiatic .	True
21535	There were some Renaissance men in the classroom .	There were some students in the classroom .	entailment	24876	0	silver/p38/d1872	some	upward_monotone	entailment	students	Renaissance men	noun_hypernym_obj	There were some Renaissance men in the classroom .	There were some students in the classroom .	True
23643	After taking a bath , I drank some soft drink .	After taking a bath , I drank some soft syllabub .	neutral	27180	1	silver/p43/d2349	some	upward_monotone	neutral	drink	syllabub	noun_hyponym_obj	After taking a bath , I drank some soft drink .	After taking a bath , I drank some soft syllabub .	True
19409	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some open sandwiches .	neutral	22760	1	silver/p93/d3443	some	upward_monotone	neutral	sandwiches	open sandwiches	noun_hyponym_obj	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some open sandwiches .	True
21484	There were some historians in the classroom .	There were some students in the classroom .	entailment	24828	0	silver/p38/d1872	some	upward_monotone	entailment	students	historians	noun_hypernym_obj	There were some historians in the classroom .	There were some students in the classroom .	True
20227	I bought some gluten bread on the way home from work .	I bought some bread on the way home from work .	entailment	23613	0	silver/p04/d3222	some	upward_monotone	entailment	bread	gluten bread	noun_hypernym_obj	I bought some gluten bread on the way home from work .	I bought some bread on the way home from work .	True
18358	If you need some tender , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	entailment	21600	0	silver/p64/d1794	some	upward_monotone	entailment	help	tender	noun_hypernym_obj	If you need some tender , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	True
24134	I spent some time in Boston .	I spent some time in state capital .	neutral	27881	1	gold/p72/d2751	some	upward_monotone	neutral	Boston	state capital	noun_hyponym_obj	I spent some time in Boston .	I spent some time in state capital .	True
23157	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her nip .	neutral	26676	1	silver/p79/d1601	some	upward_monotone	neutral	cold	nip	noun_hyponym_obj	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her nip .	True
24150	Brian took some Rosa banksias .	Brian took some roses .	entailment	27890	0	gold/p84/d0784	some	upward_monotone	entailment	roses	Rosa banksias	noun_hypernym_obj	Brian took some Rosa banksias .	Brian took some roses .	True
23408	There were some gunboats on the lake .	There were some boats on the lake .	entailment	26924	0	silver/p61/d1658	some	upward_monotone	entailment	boats	gunboats	noun_hypernym_obj	There were some gunboats on the lake .	There were some boats on the lake .	True
24098	There are some oranges on the table .	There are some oranges on the kitchen table .	neutral	27824	1	gold/p81/d2593	some	upward_monotone	neutral	table	kitchen table	noun_hyponym_obj	There are some oranges on the table .	There are some oranges on the kitchen table .	True
19031	Tom asked Mary to go to the store to buy some whole meal bread .	Tom asked Mary to go to the store to buy some bread .	entailment	22356	0	silver/p24/d2981	some	upward_monotone	entailment	bread	whole meal bread	noun_hypernym_obj	Tom asked Mary to go to the store to buy some whole meal bread .	Tom asked Mary to go to the store to buy some bread .	True
22881	There seems to be some genetic problem with this animal .	There seems to be some genetic problem with this critter .	neutral	26358	1	silver/p44/d2382	some	upward_monotone	neutral	animal	critter	noun_hyponym_obj	There seems to be some genetic problem with this animal .	There seems to be some genetic problem with this critter .	True
22945	There seems to be some genetic problem with this peeper .	There seems to be some genetic problem with this animal .	entailment	26422	0	silver/p44/d2382	some	upward_monotone	entailment	animal	peeper	noun_hypernym_obj	There seems to be some genetic problem with this peeper .	There seems to be some genetic problem with this animal .	True
21133	Tom bought some flowers for Mary .	Tom bought some marguerites for Mary .	neutral	24499	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	marguerites	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some marguerites for Mary .	True
24724	Tom ordered some baked good .	Tom ordered some food .	entailment	28482	0	gold/p07/d3448	some	upward_monotone	entailment	food	baked good	noun_hypernym_obj	Tom ordered some baked good .	Tom ordered some food .	True
19927	There are some strange animals in the zoo .	There are some strange males in the zoo .	neutral	23304	1	silver/p06/d0966	some	upward_monotone	neutral	animals	males	noun_hyponym_obj	There are some strange animals in the zoo .	There are some strange males in the zoo .	True
18620	Tom bought a bottle of vodka and some perfume at the duty-free shoe-shop .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	entailment	21865	0	silver/p72/d3303	some	upward_monotone	entailment	shop	shoe-shop	noun_hypernym_obj	Tom bought a bottle of vodka and some perfume at the duty-free shoe-shop .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	True
21387	Tom bought some flowers for Mary .	Tom bought some Lithophragma affines for Mary .	neutral	24725	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	Lithophragma affines	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some Lithophragma affines for Mary .	True
23089	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the yobs .	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the attackers .	entailment	26589	0	silver/p68/d0719	some	upward_monotone	entailment	attackers	yobs	noun_hypernym_obj	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the yobs .	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the attackers .	True
19206	The teacher enjoyed talking with some of the measuring instruments .	The teacher enjoyed talking with some of the graduates .	neutral	22589	1	silver/p20/d3555	some	upward_monotone	neutral	graduates	measuring instruments	noun_hypernym_obj	The teacher enjoyed talking with some of the measuring instruments .	The teacher enjoyed talking with some of the graduates .	True
18362	If you need some coadjutor , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	entailment	21604	0	silver/p64/d1794	some	upward_monotone	entailment	help	coadjutor	noun_hypernym_obj	If you need some coadjutor , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	True
20266	I bought some bread on the way home from work .	I bought some white bread on the way home from work .	neutral	23652	1	silver/p04/d3222	some	upward_monotone	neutral	bread	white bread	noun_hyponym_obj	I bought some bread on the way home from work .	I bought some white bread on the way home from work .	True
18549	Tom bought a bottle of vodka and some perfume at the duty-free apothecary's shop .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	entailment	21794	0	silver/p72/d3303	some	upward_monotone	entailment	shop	apothecary's shop	noun_hypernym_obj	Tom bought a bottle of vodka and some perfume at the duty-free apothecary's shop .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	True
19895	There are some strange animals in the zoo .	There are some strange embryos in the zoo .	neutral	23272	1	silver/p06/d0966	some	upward_monotone	neutral	animals	embryos	noun_hyponym_obj	There are some strange animals in the zoo .	There are some strange embryos in the zoo .	True
24816	Tom bought Mary some chocolates .	Tom bought little girl some chocolates .	neutral	28572	1	gold/p87/d1860	some	upward_monotone	neutral	Mary	little girl	verb_hyponym	Tom bought Mary some chocolates .	Tom bought little girl some chocolates .	True
18804	The only time my son talks to me is when he needs some money .	The only time my son talks to me is when he needs some pile .	neutral	22097	1	silver/p42/d2854	some	upward_monotone	neutral	money	pile	noun_hyponym_obj	The only time my son talks to me is when he needs some money .	The only time my son talks to me is when he needs some pile .	True
21925	Tom took some money out of his wallet and gave it to Mary .	Tom took some pile out of his wallet and gave it to Mary .	neutral	25263	1	silver/p45/d1744	some	upward_monotone	neutral	money	pile	noun_hyponym_obj	Tom took some money out of his wallet and gave it to Mary .	Tom took some pile out of his wallet and gave it to Mary .	True
21691	The police conducted an offensive against some drug seedsmen .	The police conducted an offensive against some drug dealers .	entailment	25064	0	silver/p23/d3112	some	upward_monotone	entailment	dealers	seedsmen	noun_hypernym_obj	The police conducted an offensive against some drug seedsmen .	The police conducted an offensive against some drug dealers .	True
22023	I just wish I could have some alone time with individual .	I just wish I could have some alone time with Tom .	neutral	25405	1	silver/p03/d3315	some	upward_monotone	neutral	Tom	individual	noun_hypernym_obj	I just wish I could have some alone time with individual .	I just wish I could have some alone time with Tom .	True
22428	There are some things we can change if we only try .	There are some things we can change if we only bid .	neutral	25880	1	silver/p53/d2178	some	upward_monotone	neutral	try	bid	noun_hyponym_obj	There are some things we can change if we only try .	There are some things we can change if we only bid .	True
18360	If you need some bat boy , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	entailment	21602	0	silver/p64/d1794	some	upward_monotone	entailment	help	bat boy	noun_hypernym_obj	If you need some bat boy , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	True
20115	We are thinking of buying some new table .	We are thinking of buying some new furniture .	entailment	23506	0	silver/p35/d0824	some	upward_monotone	entailment	furniture	table	noun_hypernym_obj	We are thinking of buying some new table .	We are thinking of buying some new furniture .	True
21793	Brian took some Rosa multifloras .	Brian took some roses .	entailment	25125	0	silver/p23/d0956	some	upward_monotone	entailment	roses	Rosa multifloras	noun_hypernym_obj	Brian took some Rosa multifloras .	Brian took some roses .	True
20462	Tom went to meet some girl named woman .	Tom went to meet some girl named Mary .	entailment	23865	0	silver/p28/d2710	some	upward_monotone	entailment	Mary	woman	noun_hypernym_obj	Tom went to meet some girl named woman .	Tom went to meet some girl named Mary .	True
22535	She took some cognitive content from the plate .	She took some meat from the plate .	neutral	25982	1	silver/p88/d3199	some	upward_monotone	neutral	meat	cognitive content	noun_hypernym_obj	She took some cognitive content from the plate .	She took some meat from the plate .	True
21798	Brian took some musk roses .	Brian took some roses .	entailment	25127	0	gold/p84/d0784	some	upward_monotone	entailment	roses	musk roses	noun_hypernym_obj	Brian took some musk roses .	Brian took some roses .	True
18809	Some dairy farmers play soothing music to their cows while they are being milked , because relaxed , contented cows give more milk .	Some dairy farmers play soothing music to their cows while they are being milked , because relaxed , contented cows give more milk .	neutral	22107	1	silver/p31/d3473	some	upward_monotone	neutral	Some dairy farmers because relaxed , contented cows give more milk	some milk	simple	Some dairy farmers play soothing music to their cows while they are being milked , because relaxed , contented cows give more milk .	Some dairy farmers play soothing music to their cows while they are being milked , because relaxed , contented cows give more milk .	True
18886	I met some friends while I was waiting for a bus .	I met some enthusiasts while I was waiting for a bus .	neutral	22199	1	silver/p22/d2459	some	upward_monotone	neutral	friends	enthusiasts	noun_hyponym_obj	I met some friends while I was waiting for a bus .	I met some enthusiasts while I was waiting for a bus .	True
24328	There are some bags in the room .	There are some burn bags in the room .	neutral	28026	1	gold/p51/d3281	some	upward_monotone	neutral	bags	burn bags	noun_hyponym_obj	There are some bags in the room .	There are some burn bags in the room .	True
22487	There are some things we can change if we only battle .	There are some things we can change if we only try .	entailment	25935	0	silver/p53/d2178	some	upward_monotone	entailment	try	battle	noun_hypernym_obj	There are some things we can change if we only battle .	There are some things we can change if we only try .	True
20116	We are thinking of buying some new table .	We are thinking of buying some new furniture .	entailment	23506	0	silver/p35/d0824	some	upward_monotone	entailment	furniture	table	noun_hypernym_obj	We are thinking of buying some new table .	We are thinking of buying some new furniture .	True
23669	We need some clues to understand it .	We need some signs to understand it .	neutral	27212	1	silver/p43/d2262	some	upward_monotone	neutral	clues	signs	noun_hyponym_obj	We need some clues to understand it .	We need some signs to understand it .	True
19476	I was buying some books from the bookstore .	I was buying some coffee-table books from the coffee-table bookstore .	neutral	22830	1	silver/p34/d2063	some	upward_monotone	neutral	books	coffee-table books	noun_hyponym_obj	I was buying some books from the bookstore .	I was buying some coffee-table books from the coffee-table bookstore .	True
20016	He is like some great writers , from Charles Dickens to William~Faulkner to Gabriel Garcia~Marquez : the insistence on the value of the local leads to the coupling .	He is like some great writers , from Charles Dickens to William~Faulkner to Gabriel Garcia~Marquez : the insistence on the value of the local leads to the universal .	neutral	23395	1	silver/p55/d0757	some	upward_monotone	neutral	universal	coupling	noun_hypernym_obj	He is like some great writers , from Charles Dickens to William~Faulkner to Gabriel Garcia~Marquez : the insistence on the value of the local leads to the coupling .	He is like some great writers , from Charles Dickens to William~Faulkner to Gabriel Garcia~Marquez : the insistence on the value of the local leads to the universal .	True
18003	I met some backpackers on the mountain .	I met some hikers on the mountain .	entailment	21166	0	silver/p81/d0792	some	upward_monotone	entailment	hikers	backpackers	noun_hypernym_obj	I met some backpackers on the mountain .	I met some hikers on the mountain .	True
23058	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the attackers .	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the ambushers .	neutral	26558	1	silver/p68/d0719	some	upward_monotone	neutral	attackers	ambushers	noun_hyponym_obj	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the attackers .	El-Nashar was detained July 14 in Cairo after Britain notified Egyptian authorities that it suspected he may have had links to some of the ambushers .	True
24471	My little~brother asked for some simoleon .	My little~brother asked for some money .	entailment	28180	0	gold/p91/d1400	some	upward_monotone	entailment	money	simoleon	noun_hypernym_obj	My little~brother asked for some simoleon .	My little~brother asked for some money .	True
17970	Every cause produces more than one effect .	Every cause produces more than one backdate .	neutral	21120	1	silver/p09/d2523	every	upward_monotone	neutral	effect	backdate	verb_hyponym	Every cause produces more than one effect .	Every cause produces more than one backdate .	True
18560	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free flower store .	neutral	21805	1	silver/p72/d3303	some	upward_monotone	neutral	shop	flower store	noun_hyponym_obj	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free flower store .	True
20209	I bought some crouton on the way home from work .	I bought some bread on the way home from work .	entailment	23597	0	silver/p04/d3222	some	upward_monotone	entailment	bread	crouton	noun_hypernym_obj	I bought some crouton on the way home from work .	I bought some bread on the way home from work .	True
19175	I have some good news to allotment .	I have some good news to share .	entailment	22558	0	silver/p20/d3188	some	upward_monotone	entailment	share	allotment	noun_hypernym_obj	I have some good news to allotment .	I have some good news to share .	True
21197	Tom bought some sandworts for Mary .	Tom bought some flowers for Mary .	entailment	24555	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	sandworts	noun_hypernym_obj	Tom bought some sandworts for Mary .	Tom bought some flowers for Mary .	True
25860	Perhaps we can come to some arrangement that works for both of metals .	Perhaps we can come to some arrangement that works for both of us .	neutral	29627	1	silver/p44/d1967	some	upward_monotone	neutral	us	metals	noun_hypernym_obj	Perhaps we can come to some arrangement that works for both of metals .	Perhaps we can come to some arrangement that works for both of us .	True
22968	There seems to be some genetic problem with this animal .	There seems to be some genetic problem with this scavenger .	neutral	26445	1	silver/p44/d2382	some	upward_monotone	neutral	animal	scavenger	noun_hyponym_obj	There seems to be some genetic problem with this animal .	There seems to be some genetic problem with this scavenger .	True
