	premise	hypothesis	gold_label_x	__index_level_0__	label	filename	determiner	monotonicity	gold_label_y	replace_target	replace_source	replace_mode	ori_sentence	new_sentence	Exist
2598	Good wine needs no bush .	Good wine needs no Christmas berry .	entailment	3135	0	silver/p48/d0864	no	downward_monotone	entailment	bush	Christmas berry	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no Christmas berry .	True
16277	The government are being criticised from all sides .	The government are being criticised from all acclivities .	entailment	19249	0	silver/p59/d1556	all	downward_monotone	entailment	sides	acclivities	noun_hyponym_obj	The government are being criticised from all sides .	The government are being criticised from all acclivities .	True
13926	I want to talk to all them .	I want to talk to all of them .	entailment	16592	0	silver/p42/d2630	all	downward_monotone	entailment	all of them	all them	simple	I want to talk to all them .	I want to talk to all of them .	True
1203	Tom has no hat on .	Tom has no bowler hat on .	entailment	1409	0	silver/p58/d1954	no	downward_monotone	entailment	hat	bowler hat	noun_hyponym_obj	Tom has no hat on .	Tom has no bowler hat on .	True
4599	Tom showed no emotion .	Tom showed no ire .	entailment	6034	0	silver/p12/d2125	no	downward_monotone	entailment	emotion	ire	noun_hyponym_obj	Tom showed no emotion .	Tom showed no ire .	True
6334	Tom is no coward .	Tom is no sissy .	entailment	8053	0	silver/p30/d2659	no	downward_monotone	entailment	coward	sissy	noun_hyponym_obj	Tom is no coward .	Tom is no sissy .	True
16532	Tom did n't reply to any of Mary 's initial .	Tom did n't reply to any of Mary 's letter .	neutral	19519	1	silver/p64/d2918	any	downward_monotone	neutral	letter	initial	noun_hypernym_obj	Tom did n't reply to any of Mary 's initial .	Tom did n't reply to any of Mary 's letter .	True
6214	John has no Boswells here .	John has no friends here .	neutral	7929	1	silver/p30/d2032	no	downward_monotone	neutral	friends	Boswells	noun_hypernym_obj	John has no Boswells here .	John has no friends here .	True
16299	The government are being criticised from all sides .	The government are being criticised from all canyonsides .	entailment	19267	0	silver/p59/d1556	all	downward_monotone	entailment	sides	canyonsides	noun_hyponym_obj	The government are being criticised from all sides .	The government are being criticised from all canyonsides .	True
9678	His delay admits of no excuse .	His delay admits of no defence .	neutral	12166	1	silver/p41/d2427	no	downward_monotone	neutral	excuse	defence	noun_hypernym_obj	His delay admits of no excuse .	His delay admits of no defence .	True
13397	I bought every book on Japan I could find .	I bought every book on Japan I could brainwave .	neutral	16034	1	silver/p92/d2729	every	downward_monotone	neutral	find	brainwave	noun_hypernym_obj	I bought every book on Japan I could find .	I bought every book on Japan I could brainwave .	True
8831	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded enlisted person .	entailment	11096	0	silver/p01/d1672	no	downward_monotone	entailment	man	enlisted person	noun_hyponym_obj	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded enlisted person .	True
12255	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Black person in Japan .	entailment	14932	0	silver/p02/d3049	every	downward_monotone	entailment	body	Black person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Black person in Japan .	True
13699	Jessica took all herself .	Jessica took all the blame on herself .	entailment	16346	0	silver/p81/d3439	all	downward_monotone	entailment	all the blame on herself	all herself	simple	Jessica took all herself .	Jessica took all the blame on herself .	True
2293	There is no water in the well .	There is no water in the compartment .	neutral	2648	1	silver/p51/d1603	no	downward_monotone	neutral	well	compartment	noun_hypernym_obj	There is no water in the well .	There is no water in the compartment .	True
3778	You have no new opinions .	You have no new messages .	neutral	5066	1	silver/p04/d3332	no	downward_monotone	neutral	messages	opinions	noun_hypernym_obj	You have no new opinions .	You have no new messages .	True
15879	She devoted all her radiant energy to studying Spanish .	She devoted all her energy to studying Spanish .	neutral	18812	1	silver/p02/d2976	all	downward_monotone	neutral	energy	radiant energy	noun_hypernym_obj	She devoted all her radiant energy to studying Spanish .	She devoted all her energy to studying Spanish .	True
8377	He has no less~than five English pop-up books .	He has no less~than five English books .	neutral	10572	1	silver/p87/d2749	no	downward_monotone	neutral	books	pop-up books	noun_hypernym_obj	He has no less~than five English pop-up books .	He has no less~than five English books .	True
12434	The name of this statesman is known to every degrader in Japan .	The name of this statesman is known to every body in Japan .	neutral	15105	1	silver/p02/d3049	every	downward_monotone	neutral	body	degrader	noun_hypernym_obj	The name of this statesman is known to every degrader in Japan .	The name of this statesman is known to every body in Japan .	True
7534	Tokyo wasted no time in taking centrifugation .	Tokyo wasted no time in taking action .	neutral	9674	1	silver/p77/d1831	no	downward_monotone	neutral	action	centrifugation	noun_hypernym_obj	Tokyo wasted no time in taking centrifugation .	Tokyo wasted no time in taking action .	True
16741	I do n't have any plans for tomorrow . I 'm going to take it easy .	I do n't have any pension accounts for tomorrow . I 'm going to take it easy .	entailment	19728	0	silver/p14/d3235	any	downward_monotone	entailment	plans	pension accounts	noun_hyponym_obj	I do n't have any plans for tomorrow . I 'm going to take it easy .	I do n't have any pension accounts for tomorrow . I 'm going to take it easy .	True
13405	I can resist every thing but temptation .	I can resist every thing but lure .	entailment	16046	0	silver/p61/d0934	every	downward_monotone	entailment	temptation	lure	noun_hyponym_obj	I can resist every thing but temptation .	I can resist every thing but lure .	True
10069	Every one but sirrah laughed .	Every one but Tom laughed .	neutral	12637	1	silver/p84/d1759	every	downward_monotone	neutral	Tom	sirrah	noun_hypernym_obj	Every one but sirrah laughed .	Every one but Tom laughed .	True
10730	He was known to every abator in the village .	He was known to every body in the village .	neutral	13447	1	silver/p05/d2419	every	downward_monotone	neutral	body	abator	noun_hypernym_obj	He was known to every abator in the village .	He was known to every body in the village .	True
6186	After nine hours of talks , Mr. Vaclav~Klaus admitted no agreement had been reached with Mr. man .	After nine hours of talks , Mr. Vaclav~Klaus admitted no agreement had been reached with Mr. Vladimir~Meciar .	neutral	7905	1	silver/p30/d0710	no	downward_monotone	neutral	Vladimir~Meciar	man	noun_hypernym_obj	After nine hours of talks , Mr. Vaclav~Klaus admitted no agreement had been reached with Mr. man .	After nine hours of talks , Mr. Vaclav~Klaus admitted no agreement had been reached with Mr. Vladimir~Meciar .	True
12511	The name of this statesman is known to every user in Japan .	The name of this statesman is known to every body in Japan .	neutral	15178	1	silver/p02/d3049	every	downward_monotone	neutral	body	user	noun_hypernym_obj	The name of this statesman is known to every user in Japan .	The name of this statesman is known to every body in Japan .	True
12266	The name of this statesman is known to every blond in Japan .	The name of this statesman is known to every body in Japan .	neutral	14943	1	silver/p02/d3049	every	downward_monotone	neutral	body	blond	noun_hypernym_obj	The name of this statesman is known to every blond in Japan .	The name of this statesman is known to every body in Japan .	True
3201	Good wine needs no bush .	Good wine needs no Viburnum lantana .	entailment	4293	0	silver/p48/d0864	no	downward_monotone	entailment	bush	Viburnum lantana	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no Viburnum lantana .	True
6680	I gave him a warning , to which he paid no attention .	I gave him a warning , to which he paid no attracter .	neutral	8488	1	silver/p18/d3547	no	downward_monotone	neutral	attention	attracter	noun_hypernym_obj	I gave him a warning , to which he paid no attention .	I gave him a warning , to which he paid no attracter .	True
5339	There is no shortcut to success .	There is no shortcut to seductions .	entailment	6966	0	silver/p15/d2395	no	downward_monotone	entailment	success	seductions	noun_hyponym_obj	There is no shortcut to success .	There is no shortcut to seductions .	True
13448	There is a library in every city in America .	There is a library in every city in North American country .	entailment	16092	0	silver/p00/d1428	every	downward_monotone	entailment	America	North American country	noun_hyponym_obj	There is a library in every city in America .	There is a library in every city in North American country .	True
9697	There were no hats in that store that fit me .	There were no leghorns in that store that fit me .	entailment	12192	0	silver/p67/d3429	no	downward_monotone	entailment	hats	leghorns	noun_hyponym_obj	There were no hats in that store that fit me .	There were no leghorns in that store that fit me .	True
7756	Half a loaf is better than no bread .	Half a loaf is better than no baked good .	neutral	9912	1	silver/p07/d2611	no	downward_monotone	neutral	bread	baked good	noun_hypernym_obj	Half a loaf is better than no bread .	Half a loaf is better than no baked good .	True
13433	There is a library in every city in European nation .	There is a library in every city in America .	neutral	16077	1	silver/p00/d1428	every	downward_monotone	neutral	America	European nation	noun_hypernym_obj	There is a library in every city in European nation .	There is a library in every city in America .	True
17252	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the gagster .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	neutral	20358	1	silver/p45/d2511	any	downward_monotone	neutral	author	gagster	noun_hypernym_obj	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the gagster .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	True
8340	He has no less~than five English books .	He has no less~than five English appointment books .	entailment	10535	0	silver/p87/d2749	no	downward_monotone	entailment	books	appointment books	noun_hyponym_obj	He has no less~than five English books .	He has no less~than five English appointment books .	True
5545	Everyone believes his story since there is no info to the contrary .	Everyone believes his story since there is no evidence to the contrary .	entailment	7198	0	silver/p13/d2645	no	downward_monotone	entailment	evidence	info	noun_hypernym_obj	Everyone believes his story since there is no info to the contrary .	Everyone believes his story since there is no evidence to the contrary .	True
5168	There is no honor among thieves .	There is no honor among defalcators .	entailment	6700	0	silver/p73/d2441	no	downward_monotone	entailment	thieves	defalcators	noun_hyponym_obj	There is no honor among thieves .	There is no honor among defalcators .	True
8829	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded conscript .	entailment	11092	0	silver/p01/d1672	no	downward_monotone	entailment	man	conscript	noun_hyponym_obj	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded conscript .	True
14934	My little~sister is scared of all hakeems .	My little~sister is scared of all doctors .	neutral	17743	1	silver/p73/d1940	all	downward_monotone	neutral	doctors	hakeems	noun_hypernym_obj	My little~sister is scared of all hakeems .	My little~sister is scared of all doctors .	True
9007	I can not rinse the dishes . There is no watercourse .	I can not rinse the dishes . There is no water .	neutral	11288	1	silver/p01/d1447	no	downward_monotone	neutral	water	watercourse	noun_hypernym_obj	I can not rinse the dishes . There is no watercourse .	I can not rinse the dishes . There is no water .	True
16770	Tom was unable to produce any evidence to support his statement .	Tom was unable to produce any info to support his statement .	neutral	19758	1	silver/p31/d2617	any	downward_monotone	neutral	evidence	info	noun_hypernym_obj	Tom was unable to produce any evidence to support his statement .	Tom was unable to produce any info to support his statement .	True
13326	The name of this statesman is known to every vanisher in Japan .	The name of this statesman is known to every body in Japan .	neutral	15963	1	silver/p02/d3049	every	downward_monotone	neutral	body	vanisher	noun_hypernym_obj	The name of this statesman is known to every vanisher in Japan .	The name of this statesman is known to every body in Japan .	True
5885	It makes no difference to me whether you believe it or not .	It makes no balance to me whether you believe it or not .	entailment	7618	0	silver/p03/d1502	no	downward_monotone	entailment	difference	balance	noun_hyponym_obj	It makes no difference to me whether you believe it or not .	It makes no balance to me whether you believe it or not .	True
3374	There is no actions .	There is no excuse for your actions .	entailment	4517	0	silver/p55/d1611	no	downward_monotone	entailment	no excuse for your actions	no actions	simple	There is no actions .	There is no excuse for your actions .	True
17453	I never had any reason to offend Tom .	I never had any reason to offend fella .	entailment	20571	0	silver/p18/d2895	any	downward_monotone	entailment	Tom	fella	noun_hyponym_obj	I never had any reason to offend Tom .	I never had any reason to offend fella .	True
4835	There is no god but God . Muhammad is the messenger of God .	There is no god but zombi . Muhammad is the messenger of zombi .	entailment	6291	0	silver/p27/d3372	no	downward_monotone	entailment	God	zombi	noun_hyponym_obj	There is no god but God . Muhammad is the messenger of God .	There is no god but zombi . Muhammad is the messenger of zombi .	True
11324	He was known to every body in the village .	He was known to every insured in the village .	entailment	14015	0	silver/p05/d2419	every	downward_monotone	entailment	body	insured	noun_hyponym_obj	He was known to every body in the village .	He was known to every insured in the village .	True
17517	I barely make any account now .	I barely make any profit now .	neutral	20659	1	silver/p86/d1656	any	downward_monotone	neutral	profit	account	noun_hypernym_obj	I barely make any account now .	I barely make any profit now .	True
12688	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Jat in Japan .	entailment	15347	0	silver/p02/d3049	every	downward_monotone	entailment	body	Jat	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every Jat in Japan .	True
15193	Gonzales offers a bike to all his typists in Europe .	Gonzales offers a bike to all his employees in Europe .	neutral	18003	1	silver/p16/d3331	all	downward_monotone	neutral	employees	typists	noun_hypernym_obj	Gonzales offers a bike to all his typists in Europe .	Gonzales offers a bike to all his employees in Europe .	True
12607	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every gentile in Japan .	entailment	15266	0	silver/p02/d3049	every	downward_monotone	entailment	body	gentile	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every gentile in Japan .	True
15535	Tom opened all three letters .	Tom opened all three learnednesses .	neutral	18413	1	silver/p53/d1638	all	downward_monotone	neutral	letters	learnednesses	noun_hypernym_obj	Tom opened all three letters .	Tom opened all three learnednesses .	True
4033	The efforts brought about no spillover .	The efforts brought about no effect .	neutral	5371	1	silver/p10/d1986	no	downward_monotone	neutral	effect	spillover	noun_hypernym_obj	The efforts brought about no spillover .	The efforts brought about no effect .	True
4984	He paid no attention to my warning .	He paid no pet sitting to my warning .	entailment	6472	0	silver/p98/d3091	no	downward_monotone	entailment	attention	pet sitting	noun_hyponym_obj	He paid no attention to my warning .	He paid no pet sitting to my warning .	True
12880	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every nonreligious person in Japan .	entailment	15531	0	silver/p02/d3049	every	downward_monotone	entailment	body	nonreligious person	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every nonreligious person in Japan .	True
1202	Tom has no poke bonnet on .	Tom has no hat on .	neutral	1408	1	silver/p58/d1954	no	downward_monotone	neutral	hat	poke bonnet	noun_hypernym_obj	Tom has no poke bonnet on .	Tom has no hat on .	True
8532	Since there were no taxis , I had to walk .	Since there were no motorcars , I had to walk .	neutral	10731	1	silver/p83/d0921	no	downward_monotone	neutral	taxis	motorcars	noun_hypernym_obj	Since there were no taxis , I had to walk .	Since there were no motorcars , I had to walk .	True
13706	They stole my lover and all the colors of happiness .	They stole my lover and all the colors of bonheurs .	entailment	16354	0	silver/p19/d2711	all	downward_monotone	entailment	happiness	bonheurs	noun_hyponym_obj	They stole my lover and all the colors of happiness .	They stole my lover and all the colors of bonheurs .	True
9588	Nature knows no boundaries .	Nature knows no level bests .	entailment	12080	0	silver/p41/d3499	no	downward_monotone	entailment	boundaries	level bests	noun_hyponym_obj	Nature knows no boundaries .	Nature knows no level bests .	True
15060	Gonzales offers a bike to all his bartenders in Europe .	Gonzales offers a bike to all his employees in Europe .	neutral	17874	1	silver/p16/d3331	all	downward_monotone	neutral	employees	bartenders	noun_hypernym_obj	Gonzales offers a bike to all his bartenders in Europe .	Gonzales offers a bike to all his employees in Europe .	True
9842	Tom has no authority .	Tom has no power of appointment .	entailment	12384	0	gold/p18/d3079	no	downward_monotone	entailment	authority	power of appointment	noun_hyponym_obj	Tom has no authority .	Tom has no power of appointment .	True
10298	I made use of every opportunity to improve my English .	I made use of every opportunity to improve my King's English .	entailment	12941	0	silver/p48/d1799	every	downward_monotone	entailment	English	King's English	noun_hyponym_obj	I made use of every opportunity to improve my English .	I made use of every opportunity to improve my King's English .	True
9983	There is an exception to every rule .	There is an exception to every instruction .	neutral	12559	1	silver/p39/d3384	every	downward_monotone	neutral	rule	instruction	noun_hypernym_obj	There is an exception to every rule .	There is an exception to every instruction .	True
14336	I 'm under the impression that it 's been raining all day .	I 'm under the impression that it 's been raining all sidereal time .	neutral	17103	1	silver/p04/d0937	all	downward_monotone	neutral	day	sidereal time	noun_hypernym_obj	I 'm under the impression that it 's been raining all day .	I 'm under the impression that it 's been raining all sidereal time .	True
1956	As there was no auto , I had to walk home .	As there was no taxi , I had to walk home .	entailment	2303	0	silver/p52/d1904	no	downward_monotone	entailment	taxi	auto	noun_hypernym_obj	As there was no auto , I had to walk home .	As there was no taxi , I had to walk home .	True
5995	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no view when he shot himself on Saturday with a borrowed gun .	entailment	7725	0	silver/p33/d0705	no	downward_monotone	entailment	message	view	noun_hyponym_obj	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no view when he shot himself on Saturday with a borrowed gun .	True
14390	She invites us to all her Kuomintangs .	She invites us to all her parties .	neutral	17164	1	silver/p10/d1971	all	downward_monotone	neutral	parties	Kuomintangs	noun_hypernym_obj	She invites us to all her Kuomintangs .	She invites us to all her parties .	True
12828	The name of this statesman is known to every mutilator in Japan .	The name of this statesman is known to every body in Japan .	neutral	15485	1	silver/p02/d3049	every	downward_monotone	neutral	body	mutilator	noun_hypernym_obj	The name of this statesman is known to every mutilator in Japan .	The name of this statesman is known to every body in Japan .	True
4260	Tom has no memory of the happenstance .	Tom has no memory of the accident .	neutral	5638	1	silver/p85/d2723	no	downward_monotone	neutral	accident	happenstance	noun_hypernym_obj	Tom has no memory of the happenstance .	Tom has no memory of the accident .	True
10877	He was known to every baldpate in the village .	He was known to every body in the village .	neutral	13584	1	silver/p05/d2419	every	downward_monotone	neutral	body	baldpate	noun_hypernym_obj	He was known to every baldpate in the village .	He was known to every body in the village .	True
9345	There is no sugar here .	There is no lump sugar here .	entailment	11753	0	silver/p56/d1745	no	downward_monotone	entailment	sugar	lump sugar	noun_hyponym_obj	There is no sugar here .	There is no lump sugar here .	True
17482	Tom does any thing but resurvey .	Tom does any thing but study .	neutral	20620	1	silver/p74/d0786	any	downward_monotone	neutral	study	resurvey	noun_hypernym_obj	Tom does any thing but resurvey .	Tom does any thing but study .	True
13950	These books are accessible to all art students .	These books are accessible to all students .	neutral	16623	1	silver/p26/d0800	all	downward_monotone	neutral	students	art students	noun_hypernym_obj	These books are accessible to all art students .	These books are accessible to all students .	True
12791	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every married in Japan .	entailment	15448	0	silver/p02/d3049	every	downward_monotone	entailment	body	married	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every married in Japan .	True
6040	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no wit when he shot himself on Saturday with a borrowed gun .	entailment	7766	0	silver/p33/d0705	no	downward_monotone	entailment	message	wit	noun_hyponym_obj	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no wit when he shot himself on Saturday with a borrowed gun .	True
3124	Good wine needs no bush .	Good wine needs no Bassia scoparium .	entailment	4146	0	silver/p48/d0864	no	downward_monotone	entailment	bush	Bassia scoparium	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no Bassia scoparium .	True
10080	Tom brushes his teeth after every meal .	Tom brushes his teeth after every cornmeal .	entailment	12653	0	silver/p31/d2921	every	downward_monotone	entailment	meal	cornmeal	noun_hyponym_obj	Tom brushes his teeth after every meal .	Tom brushes his teeth after every cornmeal .	True
5330	There is no shortcut to success .	There is no shortcut to smashers .	entailment	6948	0	silver/p15/d2395	no	downward_monotone	entailment	success	smashers	noun_hyponym_obj	There is no shortcut to success .	There is no shortcut to smashers .	True
4867	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with person .	neutral	6311	1	silver/p38/d2043	no	downward_monotone	neutral	Tom	person	noun_hypernym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with person .	True
16263	He broke with all his organisms .	He broke with all his relatives .	entailment	19234	0	silver/p56/d1653	all	downward_monotone	entailment	relatives	organisms	noun_hypernym_obj	He broke with all his organisms .	He broke with all his relatives .	True
12258	The name of this statesman is known to every blackamoor in Japan .	The name of this statesman is known to every body in Japan .	neutral	14935	1	silver/p02/d3049	every	downward_monotone	neutral	body	blackamoor	noun_hypernym_obj	The name of this statesman is known to every blackamoor in Japan .	The name of this statesman is known to every body in Japan .	True
206	I had no idea you worked as a doc .	I had no idea you worked as a surgeon .	entailment	216	0	silver/p39/d3361	no	downward_monotone	entailment	surgeon	doc	noun_hypernym_obj	I had no idea you worked as a doc .	I had no idea you worked as a surgeon .	True
14305	In many countries it is normal for all television defence policies to have subtitles .	In many countries it is normal for all television programmes to have subtitles .	neutral	17059	1	silver/p04/d1976	all	downward_monotone	neutral	programmes	defence policies	noun_hypernym_obj	In many countries it is normal for all television defence policies to have subtitles .	In many countries it is normal for all television programmes to have subtitles .	True
702	I had no idea you were so dumbas .	I had no idea you were so stupid .	neutral	792	1	silver/p72/d2858	no	downward_monotone	neutral	stupid	dumbas	noun_hypernym_obj	I had no idea you were so dumbas .	I had no idea you were so stupid .	True
8787	That boy showed no fear .	That boy showed no panic .	entailment	11028	0	silver/p01/d0922	no	downward_monotone	entailment	fear	panic	noun_hyponym_obj	That boy showed no fear .	That boy showed no panic .	True
418	Nowadays there are no ninjas or samurais in Japan .	Nowadays there are no ninjas or aristocracies in Japan .	neutral	448	1	silver/p75/d2344	no	downward_monotone	neutral	samurais	aristocracies	noun_hypernym_obj	Nowadays there are no ninjas or samurais in Japan .	Nowadays there are no ninjas or aristocracies in Japan .	True
10489	I cry every time I watch that film .	I cry every time I watch that silent picture .	entailment	13187	0	silver/p98/d2483	every	downward_monotone	entailment	film	silent picture	noun_hyponym_obj	I cry every time I watch that film .	I cry every time I watch that silent picture .	True
16302	The government are being criticised from all coasts .	The government are being criticised from all sides .	neutral	19270	1	silver/p59/d1556	all	downward_monotone	neutral	sides	coasts	noun_hypernym_obj	The government are being criticised from all coasts .	The government are being criticised from all sides .	True
9338	There is no sugar here .	There is no beet sugar here .	entailment	11739	0	silver/p56/d1745	no	downward_monotone	entailment	sugar	beet sugar	noun_hyponym_obj	There is no sugar here .	There is no beet sugar here .	True
9587	Nature knows no maxima .	Nature knows no boundaries .	neutral	12079	1	silver/p41/d3499	no	downward_monotone	neutral	boundaries	maxima	noun_hypernym_obj	Nature knows no maxima .	Nature knows no boundaries .	True
5171	There is no honor among thieves .	There is no honor among graverobbers .	entailment	6704	0	silver/p73/d2441	no	downward_monotone	entailment	thieves	graverobbers	noun_hyponym_obj	There is no honor among thieves .	There is no honor among graverobbers .	True
14625	Tom gave Mary a list of all the victims .	Tom gave Mary a list of all the laughingstocks .	entailment	17425	0	silver/p12/d2052	all	downward_monotone	entailment	victims	laughingstocks	noun_hyponym	Tom gave Mary a list of all the victims .	Tom gave Mary a list of all the laughingstocks .	True
16953	An ostrich can not fly any more than a kangaroo can .	An ostrich washroom not fly any more than a kangaroo washroom .	entailment	20010	0	silver/p55/d3130	any	downward_monotone	entailment	can	washroom	noun_hyponym_obj	An ostrich can not fly any more than a kangaroo can .	An ostrich washroom not fly any more than a kangaroo washroom .	True
7154	Tom realized he had no choice .	Tom realized he had no opening .	entailment	9068	0	silver/p86/d1960	no	downward_monotone	entailment	choice	opening	noun_hyponym_obj	Tom realized he had no choice .	Tom realized he had no opening .	True
10345	You must pay attention to every minute detail from now on .	You must pay attention to every minute component part from now on .	neutral	12989	1	silver/p91/d3250	every	downward_monotone	neutral	detail	component part	noun_hypernym_obj	You must pay attention to every minute detail from now on .	You must pay attention to every minute component part from now on .	True
17214	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the abstracter .	entailment	20320	0	silver/p45/d2511	any	downward_monotone	entailment	author	abstracter	noun_hyponym_obj	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the abstracter .	True
12071	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every cause in Japan .	neutral	14758	1	silver/p02/d3049	every	downward_monotone	neutral	body	cause	noun_hypernym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every cause in Japan .	True
1259	Tom has no fur hat on .	Tom has no hat on .	neutral	1465	1	silver/p58/d1954	no	downward_monotone	neutral	hat	fur hat	noun_hypernym_obj	Tom has no fur hat on .	Tom has no hat on .	True
10858	He was known to every body in the village .	He was known to every autodidact in the village .	entailment	13567	0	silver/p05/d2419	every	downward_monotone	entailment	body	autodidact	noun_hyponym_obj	He was known to every body in the village .	He was known to every autodidact in the village .	True
12827	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every mutilator in Japan .	entailment	15484	0	silver/p02/d3049	every	downward_monotone	entailment	body	mutilator	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every mutilator in Japan .	True
8261	There are no classes in August .	There are no art classes in August .	entailment	10452	0	silver/p79/d1836	no	downward_monotone	entailment	classes	art classes	noun_hyponym_obj	There are no classes in August .	There are no art classes in August .	True
16191	All sirs die . Tom is a man . Therefore , Tom will die .	All men die . Tom is a man . Therefore , Tom will die .	neutral	19162	1	silver/p00/d1462	all	downward_monotone	neutral	men	sirs	noun_hypernym_obj	All sirs die . Tom is a man . Therefore , Tom will die .	All men die . Tom is a man . Therefore , Tom will die .	True
3528	There is no need to reply to that letter .	There is no need to reply to that V .	entailment	4755	0	silver/p91/d1434	no	downward_monotone	entailment	letter	V	noun_hyponym_obj	There is no need to reply to that letter .	There is no need to reply to that V .	True
3121	Good wine needs no bush .	Good wine needs no fire-bush .	entailment	4141	0	silver/p48/d0864	no	downward_monotone	entailment	bush	fire-bush	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no fire-bush .	True
11034	He was known to every body in the village .	He was known to every copycat in the village .	entailment	13735	0	silver/p05/d2419	every	downward_monotone	entailment	body	copycat	noun_hyponym_obj	He was known to every body in the village .	He was known to every copycat in the village .	True
7707	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking natural selection .	entailment	9847	0	silver/p77/d1831	no	downward_monotone	entailment	action	natural selection	noun_hyponym_obj	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking natural selection .	True
6030	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no subject when he shot himself on Saturday with a borrowed gun .	entailment	7756	0	silver/p33/d0705	no	downward_monotone	entailment	message	subject	noun_hyponym_obj	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no subject when he shot himself on Saturday with a borrowed gun .	True
15682	He blew all his pile .	He blew all his money .	neutral	18594	1	silver/p86/d1841	all	downward_monotone	neutral	money	pile	noun_hypernym_obj	He blew all his pile .	He blew all his money .	True
14396	She invites us to all her labour parties .	She invites us to all her parties .	neutral	17170	1	silver/p10/d1971	all	downward_monotone	neutral	parties	labour parties	noun_hypernym_obj	She invites us to all her labour parties .	She invites us to all her parties .	True
11491	He was known to every body in the village .	He was known to every native in the village .	entailment	14177	0	silver/p05/d2419	every	downward_monotone	entailment	body	native	noun_hyponym_obj	He was known to every body in the village .	He was known to every native in the village .	True
16799	In any proceedings you had better obey your parents .	In any case you had better obey your parents .	entailment	19808	0	silver/p24/d0787	any	downward_monotone	entailment	case	proceedings	noun_hypernym_obj	In any proceedings you had better obey your parents .	In any case you had better obey your parents .	True
